  PID  PPID USER         STIME NAME                       
   55     2 root         21:18:06 [ksoftirqd/7]
   56     2 root         21:18:06 [kworker/7:0-events]
   57     2 root         21:18:06 [kworker/7:0H-kblockd]
   58     2 root         21:18:06 [rcuop/7]
   59     2 root         21:18:06 [netns]
   60     2 root         21:18:06 [rcu_tasks_kthre]
   61     2 root         21:18:06 [rcu_tasks_trace]
   62     2 root         21:18:06 [kworker/4:1-events]
   63     2 root         21:18:06 [kworker/6:1-events]
   64     2 root         21:18:06 [kworker/5:1-mm_percpu_wq]
   65     2 root         21:18:06 [kworker/1:1-events]
   66     2 root         21:18:06 [kauditd]
   67     2 root         21:18:06 [qrtr_ns]
   68     2 root         21:18:06 [kworker/u16:1+memlat_wq]
   69     2 root         21:18:06 [kworker/u17:0-pil_workqueue]
   70     2 root         21:18:06 [kworker/7:1-sock_diag_events]
   71     2 root         21:18:06 [kworker/2:1-mm_percpu_wq]
   72     2 root         21:18:06 [qmp_aop]
   73     2 root         21:18:06 [hh-watchdog]
   74     2 root         21:18:06 [oom_reaper]
   75     2 root         21:18:06 [writeback]
   76     2 root         21:18:06 [kcompactd0]
   93     2 root         21:18:06 [cryptd]
  125     2 root         21:18:06 [kblockd]
  126     2 root         21:18:06 [blk_crypto_wq]
  127     2 root         21:18:06 [blkcg_punt_bio]
  128     2 root         21:18:06 [kworker/3:1-mm_percpu_wq]
  129     2 root         21:18:06 [irq/41-arm-smmu]
  130     2 root         21:18:06 [irq/42-arm-smmu]
  131     2 root         21:18:06 [governor_msm_ad]
  132     2 root         21:18:06 [irq/26-tsens-up]
  133     2 root         21:18:06 [irq/27-tsens-cr]
  134     2 root         21:18:06 [irq/29-tsens-up]
  135     2 root         21:18:06 [irq/30-tsens-cr]
  136     2 root         21:18:06 [irq/15-dcvsh-ir]
  137     2 root         21:18:06 [irq/16-dcvsh-ir]
  138     2 root         21:18:06 [irq/17-dcvsh-ir]
  139     2 root         21:18:06 [core_ctl/0]
  140     2 root         21:18:06 [kworker/7:2-events]
  141     2 root         21:18:06 [core_ctl/4]
  142     2 root         21:18:06 [kworker/7:3-events]
  143     2 root         21:18:06 [core_ctl/7]
  144     2 root         21:18:06 [kworker/7:4-events]
  145     2 root         21:18:06 [ion_system_heap]
  146     2 root         21:18:06 [devfreq_wq]
  147     2 root         21:18:06 [ipa_usb_wq]
  148     2 root         21:18:06 [mpcie_wq]
  149     2 root         21:18:06 [watchdogd]
  150     2 root         21:18:06 [ion-pool-uncach]
  151     2 root         21:18:06 [ion-pool-cached]
  152     2 root         21:18:06 [system]
  153     2 root         21:18:06 [cfg80211]
  183     2 root         21:18:07 [kswapd0:0]
  184     2 root         21:18:07 [erofs_worker/0]
  185     2 root         21:18:07 [erofs_worker/1]
  186     2 root         21:18:07 [erofs_worker/2]
  187     2 root         21:18:07 [erofs_worker/3]
  188     2 root         21:18:07 [erofs_worker/4]
  189     2 root         21:18:07 [erofs_worker/5]
  190     2 root         21:18:07 [erofs_worker/6]
  191     2 root         21:18:07 [erofs_worker/7]
  193     2 root         21:18:07 [irq/299-smp2p]
  194     2 root         21:18:07 [irq/300-smp2p]
  195     2 root         21:18:07 [irq/301-smp2p]
  196     2 root         21:18:07 [irq/302-smp2p]
  198     2 root         21:18:07 [pmic_glink_rx]
  199     2 root         21:18:07 [pmic_glink_rx]
  200     2 root         21:18:07 [kworker/u17:1-pil_workqueue]
  201     2 root         21:18:07 [cdsprm-wq]
  202     2 root         21:18:07 [cdsprm-wq-delay]
  203     2 root         21:18:07 [hyp_core_ctl]
  205     2 root         21:18:07 [kgsl-workqueue]
  206     2 root         21:18:07 [kgsl-mementry]
  207     2 root         21:18:07 [kgsl_worker_thr]
  208     2 root         21:18:07 [qseecom-unreg-l]
  209     2 root         21:18:07 [qseecom-unload-]
  210     2 root         21:18:07 [uas]
  211     2 root         21:18:07 [k_ipa_usb]
  212     2 root         21:18:07 [irq/283-qcom,te]
  213     2 root         21:18:07 [kworker/0:1H-kblockd]
  214     2 root         21:18:07 [kworker/1:1H-kblockd]
  215     2 root         21:18:07 [kworker/2:1H-kblockd]
  216     2 root         21:18:07 [kworker/3:1H-kblockd]
  217     2 root         21:18:07 [kworker/4:1H-kblockd]
  218     2 root         21:18:07 [kworker/5:1H-kblockd]
  219     2 root         21:18:07 [kworker/6:1H-kblockd]
  220     2 root         21:18:07 [kworker/7:1H-kblockd]
  221     2 root         21:18:07 [irq/284-bcl-lvl]
  222     2 root         21:18:07 [irq/285-bcl-lvl]
  223     2 root         21:18:07 [irq/286-bcl-lvl]
  224     2 root         21:18:07 [irq/291-bcl-lvl]
  225     2 root         21:18:07 [irq/292-bcl-lvl]
  226     2 root         21:18:07 [irq/293-bcl-lvl]
  227     2 root         21:18:07 [irq/243-637000.]
  228     2 root         21:18:07 [irq/244-635000.]
  229     2 root         21:18:07 [dm_bufio_cache]
  230     2 root         21:18:07 [qcrypto_seq_res]
  231     2 root         21:18:07 [hh_rm_recv_task]
  232     2 root         21:18:07 [memlat_wq]
  233     2 root         21:18:07 [irq/305-soc:ext]
  234     2 root         21:18:07 [ipv6_addrconf]
  235     2 root         21:18:07 [krfcommd]
  236     2 root         21:18:07 [soc:qcom,svm_ne]
  237     2 root         21:18:07 [rq_stats]
  238     2 root         21:18:07 [msm_perf:events]
  239     2 root         21:18:07 [khvcd]
  240     2 root         21:18:07 [kworker/u16:2-kverityd]
  241     2 root         21:18:07 [ipa_power_mgmt]
  242     2 root         21:18:07 [transport_power]
  243     2 root         21:18:07 [ipa_pm_activate]
  244     2 root         21:18:07 [rmnet_ctlwq]
  245     2 root         21:18:07 [hwrng]
  246     2 root         21:18:07 [irq/53-arm-smmu]
  247     2 root         21:18:07 [irq/54-arm-smmu]
  248     2 root         21:18:07 [irq/60-arm-smmu]
  249     2 root         21:18:07 [usb_bam_wq]
  250     2 root         21:18:07 [irq/152-pwr_eve]
  251     2 root         21:18:07 [irq/151-dp_hs_p]
  252     2 root         21:18:07 [irq/154-dm_hs_p]
  253     2 root         21:18:07 [irq/153-ss_phy_]
  254     2 root         21:18:07 [msm_vidc_worker]
  255     2 root         21:18:07 [pm_workerq_venu]
  256     2 root         21:18:07 [vidc_core_workq]
  257     2 root         21:18:07 [irq/62-arm-smmu]
  258     2 root         21:18:07 [irq/63-arm-smmu]
  259     2 root         21:18:07 [irq/64-arm-smmu]
  260     2 root         21:18:07 [irq/65-arm-smmu]
  261     2 root         21:18:07 [irq/43-arm-smmu]
  262     2 root         21:18:07 [kgsl-events]
  263     2 root         21:18:07 [irq/44-arm-smmu]
  264     2 root         21:18:07 [irq/45-arm-smmu]
  265     2 root         21:18:07 [irq/46-arm-smmu]
  266     2 root         21:18:07 [kgsl_devfreq_wq]
  267     2 root         21:18:07 [msm_cvp_workerq]
  268     2 root         21:18:07 [pm_workerq_iris]
  269     2 root         21:18:07 [irq/66-arm-smmu]
  270     2 root         21:18:07 [irq/67-arm-smmu]
  271     2 root         21:18:07 [irq/68-arm-smmu]
  272     2 root         21:18:07 [cvp-dsp-thread]
  273     2 root         21:18:07 [irq/69-arm-smmu]
  274     2 root         21:18:07 [irq/70-arm-smmu]
  275     2 root         21:18:07 [irq/71-arm-smmu]
  276     2 root         21:18:07 [mem_buf_rcvr]
  277     2 root         21:18:07 [irq/72-arm-smmu]
  278     2 root         21:18:07 [irq/73-arm-smmu]
  279     2 root         21:18:07 [irq/74-arm-smmu]
  280     2 root         21:18:07 [irq/75-arm-smmu]
  281     2 root         21:18:07 [irq/76-arm-smmu]
  282     2 root         21:18:07 [irq/77-arm-smmu]
  283     2 root         21:18:07 [irq/78-arm-smmu]
  284     2 root         21:18:07 [irq/79-arm-smmu]
  285     2 root         21:18:07 [irq/80-arm-smmu]
  286     2 root         21:18:07 [irq/81-arm-smmu]
  287     2 root         21:18:07 [irq/82-arm-smmu]
  288     2 root         21:18:07 [irq/83-arm-smmu]
  289     2 root         21:18:07 [irq/84-arm-smmu]
  290     2 root         21:18:07 [irq/85-arm-smmu]
  291     2 root         21:18:07 [irq/86-arm-smmu]
  292     2 root         21:18:07 [irq/87-arm-smmu]
  293     2 root         21:18:07 [irq/88-arm-smmu]
  294     2 root         21:18:07 [irq/89-arm-smmu]
  295     2 root         21:18:07 [irq/90-arm-smmu]
  296     2 root         21:18:07 [irq/282-qcom,te]
  297     2 root         21:18:07 [irq/290-qcom,te]
  298     2 root         21:18:07 [irq/297-qcom,te]
  299     2 root         21:18:07 [irq/280-thresho]
  300     2 root         21:18:07 [irq/91-arm-smmu]
  301     2 root         21:18:07 [irq/92-arm-smmu]
  302     2 root         21:18:07 [irq/93-arm-smmu]
  303     2 root         21:18:07 [irq/61-arm-smmu]
  324     2 root         21:18:07 [uaudio_svc]
  325     2 root         21:18:07 [irq/94-arm-smmu]
  326     2 root         21:18:07 [irq/95-arm-smmu]
  327     2 root         21:18:07 [irq/96-arm-smmu]
  328     2 root         21:18:07 [irq/97-arm-smmu]
  329     2 root         21:18:07 [irq/55-arm-smmu]
  330     2 root         21:18:07 [scsi_eh_0]
  331     2 root         21:18:07 [scsi_tmf_0]
  332     2 root         21:18:07 [qc_ufs_qos_swq]
  333     2 root         21:18:07 [ufs_eh_wq_0]
  334     2 root         21:18:07 [ufs_clk_gating_]
  335     2 root         21:18:07 [ufs_clkscaling_]
  336     2 root         21:18:07 [irq/202-int_glo]
  337     2 root         21:18:07 [kworker/u16:3-events_power_efficient]
  338     2 root         21:18:07 [spi0]
  339     2 root         21:18:07 [irq/327-aw8697]
  340     2 root         21:18:07 [aw8976_vibrator]
  341     2 root         21:18:07 [kworker/u16:4-devfreq_wq]
  342     2 root         21:18:07 [kworker/u16:5-kverityd]
  343     2 root         21:18:07 [kworker/u16:6-ufs_clkscaling_0]
  344     2 root         21:18:07 [kworker/u16:7-kverityd]
  345     2 root         21:18:07 [kworker/u16:8-qc_ufs_qos_swq]
  346     2 root         21:18:07 [spi1]
  347     2 root         21:18:07 [spi2]
  348     2 root         21:18:07 [irq/98-arm-smmu]
  349     2 root         21:18:07 [irq/99-arm-smmu]
  350     2 root         21:18:07 [irq/100-arm-smm]
  351     2 root         21:18:07 [irq/101-arm-smm]
  357     2 root         21:18:07 [kworker/4:2-cgroup_offline]
  361     2 root         21:18:07 [jbd2/sda17-8]
  362     2 root         21:18:07 [ext4-rsv-conver]
  363     2 root         21:18:07 [kdmflush]
  364     2 root         21:18:07 [kdmflush]
  365     2 root         21:18:07 [kdmflush]
  366     2 root         21:18:07 [kdmflush]
  367     2 root         21:18:07 [kdmflush]
  368     2 root         21:18:07 [ext4-rsv-conver]
  369     2 root         21:18:07 [ext4-rsv-conver]
  370     2 root         21:18:07 [ext4-rsv-conver]
  371     2 root         21:18:07 [ext4-rsv-conver]
  372     2 root         21:18:07 [ext4-rsv-conver]
  376     1 root         21:18:08 init
  377     1 root         21:18:08 ueventd
  425     2 root         21:18:08 [kworker/u17:2-qmi_msg_handler]
  426     2 root         21:18:08 [kworker/u17:3-hal_register_write_wq]
  427     2 root         21:18:09 [kdmflush]
  428     2 root         21:18:09 [kdmflush]
  429     2 root         21:18:09 [kdmflush]
  430     2 root         21:18:09 [kdmflush]
  431     2 root         21:18:09 [kdmflush]
  432     2 root         21:18:09 [kdmflush]
  433     2 root         21:18:09 [kdmflush]
  434     2 root         21:18:09 [kdmflush]
  435     2 root         21:18:09 [kdmflush]
  438     2 root         21:18:09 [kdmflush]
  439     2 root         21:18:09 [kdmflush]
  440     2 root         21:18:09 [kdmflush]
  441     2 root         21:18:09 [kdmflush]
  442     2 root         21:18:09 [kdmflush]
  444     2 root         21:18:09 [kdmflush]
  447     2 root         21:18:09 [kdmflush]
  448     2 root         21:18:09 [kdmflush]
  451     2 root         21:18:09 [kdmflush]
  452     2 root         21:18:09 [kdmflush]
  453     2 root         21:18:09 [kdmflush]
  454     2 root         21:18:09 [kdmflush]
  455     2 root         21:18:09 [kdmflush]
  457     2 root         21:18:09 [kdmflush]
  459     2 root         21:18:09 [kdmflush]
  460     2 root         21:18:09 [kdmflush]
  462     2 root         21:18:09 [kdmflush]
  467     2 root         21:18:09 [loop1]
  468     2 root         21:18:09 [loop0]
  469     2 root         21:18:09 [loop2]
  470     2 root         21:18:09 [loop3]
  471     2 root         21:18:09 [ext4-rsv-conver]
  472     2 root         21:18:09 [ext4-rsv-conver]
  473     2 root         21:18:09 [ext4-rsv-conver]
  474     2 root         21:18:09 [ext4-rsv-conver]
  557     2 root         21:18:09 [kworker/6:2-events]
  572     2 root         21:18:09 [kworker/3:2-events]
  582     2 root         21:18:09 [irq/102-arm-smm]
  583     2 root         21:18:09 [sb-1]
  584     2 root         21:18:09 [ngd_rx_thread1]
  585     2 root         21:18:09 [ngd_notify_sl1]
  586     2 root         21:18:09 [apr_driver]
  587     2 root         21:18:09 [kworker/u17:4-pil_workqueue]
  588     2 root         21:18:09 [dsi_dma_cmd_wor]
  589     2 root         21:18:09 [irq/59-arm-smmu]
  590     2 root         21:18:09 [irq/103-arm-smm]
  591     2 root         21:18:09 [dsi_dma_cmd_wor]
  592     2 root         21:18:09 [drm_dp]
  593     2 root         21:18:09 [dsi_dma_cmd_wor]
  594     2 root         21:18:09 [irq/334-cs35l41]
  595     2 root         21:18:09 [kworker/1:2-sock_diag_events]
  596     2 root         21:18:09 [kworker/0:2-sock_diag_events]
  597     2 root         21:18:09 [disp_feature:0]
  598     2 root         21:18:09 [disp_fod:0]
  599     2 root         21:18:09 [fmradio]
  600     2 root         21:18:09 [fmradioscan]
  601     2 root         21:18:09 [fmradiords]
  602     2 root         21:18:09 [irq/335-esd_err]
  603     2 root         21:18:09 [sdm_dp_audio_no]
  604     2 root         21:18:09 [hdcp_1x_1]
  605     2 root         21:18:09 [hdcp_2x]
  606     2 root         21:18:09 [dp_hdcp2p2]
  607     2 root         21:18:09 [crtc_commit:141]
  608     2 root         21:18:09 [crtc_event:141]
  609     2 root         21:18:09 [crtc_commit:202]
  610     2 root         21:18:09 [crtc_event:202]
  611     2 root         21:18:09 [crtc_commit:211]
  612     2 root         21:18:09 [crtc_event:211]
  613     2 root         21:18:09 [crtc_commit:220]
  614     2 root         21:18:09 [crtc_event:220]
  615     2 root         21:18:09 [crtc_commit:229]
  616     2 root         21:18:09 [crtc_event:229]
  617     2 root         21:18:09 [pp_event]
  618     2 root         21:18:09 [irq/342-cs35l41]
  619     2 root         21:18:09 [irq/289-flash_a]
  620     2 root         21:18:09 [irq/288-flash_a]
  621     2 root         21:18:09 [irq/287-flash_f]
  622     2 root         21:18:09 [irq/104-arm-smm]
  623     2 root         21:18:09 [irq/105-arm-smm]
  624     2 root         21:18:09 [mhi_w]
  625     2 root         21:18:09 [kworker/3:3-events]
  626     2 root         21:18:10 [irq/106-arm-smm]
  627     2 root         21:18:10 [irq/107-arm-smm]
  628     2 root         21:18:10 [irq/108-arm-smm]
  629     2 root         21:18:10 [irq/109-arm-smm]
  630     2 root         21:18:10 [cam-cpas]
  631     2 root         21:18:10 [qcom,cam_virtua]
  632     2 root         21:18:10 [qcom,cam-cpas-c]
  633     2 root         21:18:10 [qcom,cam-cpas-c]
  634     2 root         21:18:10 [qcom,cam-cpas-c]
  635     2 root         21:18:10 [qcom,cam-cpas-c]
  636     2 root         21:18:10 [qcom,cam-ife-cd]
  637     2 root         21:18:10 [qcom,cam-ife-cd]
  638     2 root         21:18:10 [qcom,cam-ife-cd]
  639     2 root         21:18:10 [qcom,cam-ife-cd]
  640     2 root         21:18:10 [qcom,cam-ife-cd]
  641     2 root         21:18:10 [qcom,cam-ife-cd]
  642     2 root         21:18:10 [qcom,cam-ife-cd]
  643     2 root         21:18:10 [qcom,cam-ife-cd]
  644     2 root         21:18:10 [qcom,cam-ife-cd]
  645     2 root         21:18:10 [qcom,cam-ife-cd]
  646     2 root         21:18:10 [qcom,cam-ife-cd]
  647     2 root         21:18:10 [qcom,cam-ife-cd]
  648     2 root         21:18:10 [cam_cci_wq]
  649     2 root         21:18:10 [cam_cci_wq]
  650     2 root         21:18:10 [cam_cci_wq]
  651     2 root         21:18:10 [cam_cci_wq]
  652     2 root         21:18:10 [kworker/2:2-mm_percpu_wq]
  653     2 root         21:18:13 [kworker/3:4-events]
  658     2 root         21:18:14 [ipa_interrupt_w]
  659     2 root         21:18:14 [ipawq36]
  660     2 root         21:18:14 [iparepwq36]
  661     2 root         21:18:14 [ipawq33]
  662     2 root         21:18:14 [iparepwq33]
  663     2 root         21:18:14 [ipafreepagewq33]
  664     2 root         21:18:14 [ipawq32]
  665     2 root         21:18:14 [iparepwq32]
  666     2 root         21:18:14 [ipa_uc_holb_wq]
  667     2 root         21:18:14 [clnt_req]
  669     2 root         21:18:14 [irq/339-fts]
  670     2 root         21:18:14 [kworker/4:3-events]
  672     1 prng_seeder  21:18:15 prng_seeder
  687     1 logd         21:18:15 logd
  688     1 lmkd         21:18:15 lmkd
  689     1 system       21:18:15 servicemanager
  690     1 system       21:18:15 hwservicemanager
  691     1 system       21:18:15 vndservicemanager
  692     2 root         21:18:15 [psimon]
  701     1 system       21:18:15 android.hardware.keymaster@4.1-service-qti
  702     1 system       21:18:15 qseecomd
  703     1 system       21:18:15 vendor.qti.hardware.qseecom@1.0-service
  704     1 root         21:18:15 vold
  706     2 root         21:18:15 [jbd2/sda21-8]
  707     2 root         21:18:15 [ext4-rsv-conver]
  708     2 root         21:18:15 [jbd2/sde10-8]
  709     2 root         21:18:15 [ext4-rsv-conver]
  716     2 root         21:18:15 [kdmflush]
  729     1 system       21:18:15 android.system.suspend-service
  730     1 keystore     21:18:15 keystore2
  731     1 system       21:18:15 android.hardware.atrace@1.0-service
  733     2 root         21:18:15 [kworker/5:2-events]
  735     1 root         21:18:15 android.hardware.boot-service.qti
  737     1 system       21:18:15 android.hardware.gatekeeper@1.0-service-qti
  738     1 nfc          21:18:15 android.hardware.nfc-service.nxp
  739     1 system       21:18:15 sscrpcd
  755     2 root         21:18:16 [f2fs_flush-253:]
  756     2 root         21:18:16 [f2fs_discard-25]
  757     2 root         21:18:16 [f2fs_gc-253:41]
  758     1 root         21:18:16 android.hardware.power-service.lineage-libperfmgr
  759     1 system       21:18:16 keymasterd
  770     1 tombstoned   21:18:16 tombstoned
  823     2 root         21:18:16 [loop4]
  848     2 root         21:18:16 [loop5]
  852     2 root         21:18:16 [loop6]
  853     2 root         21:18:16 [loop7]
  854     2 root         21:18:16 [loop8]
  855     2 root         21:18:16 [loop9]
  856     2 root         21:18:16 [loop10]
  857     2 root         21:18:16 [loop11]
  858     2 root         21:18:16 [loop12]
  859     2 root         21:18:16 [loop13]
  860     2 root         21:18:16 [loop14]
  861     2 root         21:18:16 [loop15]
  862     2 root         21:18:16 [loop16]
  863     2 root         21:18:16 [loop17]
  864     2 root         21:18:16 [loop18]
  865     2 root         21:18:16 [loop19]
  866     2 root         21:18:16 [loop20]
  867     2 root         21:18:16 [loop21]
  868     2 root         21:18:16 [loop22]
  869     2 root         21:18:16 [loop23]
  870     2 root         21:18:16 [loop24]
  871     2 root         21:18:16 [loop25]
  872     2 root         21:18:16 [loop26]
  873     2 root         21:18:16 [loop27]
  874     2 root         21:18:16 [loop28]
  875     2 root         21:18:16 [loop29]
  876     2 root         21:18:16 [loop30]
  877     2 root         21:18:16 [loop31]
  878     2 root         21:18:16 [loop32]
  879     2 root         21:18:16 [loop33]
  880     2 root         21:18:16 [loop34]
  881     2 root         21:18:16 [loop35]
  882     2 root         21:18:16 [loop36]
  883     2 root         21:18:16 [loop37]
  884     2 root         21:18:16 [loop38]
  885     2 root         21:18:16 [loop39]
  886     2 root         21:18:16 [kverityd]
  887     2 root         21:18:16 [ext4-rsv-conver]
  888     2 root         21:18:16 [kverityd]
  889     2 root         21:18:16 [kverityd]
  890     2 root         21:18:16 [kverityd]
  891     2 root         21:18:16 [kverityd]
  892     2 root         21:18:16 [kverityd]
  893     2 root         21:18:16 [kverityd]
  894     2 root         21:18:16 [ext4-rsv-conver]
  895     2 root         21:18:16 [ext4-rsv-conver]
  896     2 root         21:18:16 [ext4-rsv-conver]
  897     2 root         21:18:16 [ext4-rsv-conver]
  898     2 root         21:18:16 [ext4-rsv-conver]
  899     2 root         21:18:16 [ext4-rsv-conver]
  900     2 root         21:18:16 [kverityd]
  901     2 root         21:18:16 [kverityd]
  902     2 root         21:18:16 [kverityd]
  903     2 root         21:18:16 [kverityd]
  904     2 root         21:18:16 [kverityd]
  905     2 root         21:18:16 [kverityd]
  906     2 root         21:18:16 [kverityd]
  907     2 root         21:18:16 [kverityd]
  908     2 root         21:18:16 [kverityd]
  909     2 root         21:18:16 [kverityd]
  910     2 root         21:18:16 [kverityd]
  911     2 root         21:18:16 [kverityd]
  912     2 root         21:18:16 [kverityd]
  913     2 root         21:18:16 [kverityd]
  914     2 root         21:18:16 [ext4-rsv-conver]
  915     2 root         21:18:16 [kverityd]
  916     2 root         21:18:16 [kverityd]
  917     2 root         21:18:16 [ext4-rsv-conver]
  918     2 root         21:18:16 [ext4-rsv-conver]
  919     2 root         21:18:16 [ext4-rsv-conver]
  920     2 root         21:18:16 [ext4-rsv-conver]
  921     2 root         21:18:16 [ext4-rsv-conver]
  922     2 root         21:18:16 [ext4-rsv-conver]
  923     2 root         21:18:16 [ext4-rsv-conver]
  924     2 root         21:18:16 [ext4-rsv-conver]
  925     2 root         21:18:16 [ext4-rsv-conver]
  926     2 root         21:18:16 [ext4-rsv-conver]
  927     2 root         21:18:16 [ext4-rsv-conver]
  928     2 root         21:18:16 [ext4-rsv-conver]
  929     2 root         21:18:16 [ext4-rsv-conver]
  930     2 root         21:18:16 [ext4-rsv-conver]
  931     2 root         21:18:16 [ext4-rsv-conver]
  932     2 root         21:18:16 [ext4-rsv-conver]
  933     2 root         21:18:16 [ext4-rsv-conver]
  934     2 root         21:18:16 [ext4-rsv-conver]
  935     2 root         21:18:16 [ext4-rsv-conver]
  936     2 root         21:18:16 [ext4-rsv-conver]
  937     2 root         21:18:16 [ext4-rsv-conver]
  938     2 root         21:18:16 [ext4-rsv-conver]
  939     2 root         21:18:16 [ext4-rsv-conver]
  940     2 root         21:18:16 [ext4-rsv-conver]
  941     2 root         21:18:16 [ext4-rsv-conver]
  942     2 root         21:18:16 [kverityd]
  943     2 root         21:18:16 [kverityd]
  944     2 root         21:18:16 [ext4-rsv-conver]
  945     2 root         21:18:16 [kverityd]
  946     2 root         21:18:16 [ext4-rsv-conver]
  947     2 root         21:18:16 [ext4-rsv-conver]
  955     1 root         21:18:17 netd
  958   955 root         21:18:17 iptables-restore
  959   955 root         21:18:17 ip6tables-restore
  979     2 root         21:18:17 [kworker/4:2H-kblockd]
  998     1 root         21:18:17 zygisk-ptrace64
 1073     1 system       21:18:17 time_daemon
 1074     1 radio        21:18:17 ipacm
 1085     1 root         21:18:17 zygote64
 1086     1 root         21:18:17 zygote
 1092   998 root         21:18:17 zygiskd64
 1094     2 root         21:18:18 [at_usb0]
 1095     2 root         21:18:18 [at_usb1]
 1096     2 root         21:18:18 [at_usb2]
 1098     2 root         21:18:18 [rmnet_ctrl]
 1099     2 root         21:18:18 [dpl_ctrl]
 1100     2 root         21:18:18 [qdss]
 1101     2 root         21:18:18 [qdss_mdm]
 1102     2 root         21:18:18 [qdss_sw]
 1108   998 root         21:18:18 zygiskd32
 1130     2 root         21:18:18 [kworker/u17:5-kgsl-events]
 1131     2 root         21:18:18 [kworker/u17:6-dwc_wq]
 1132     2 root         21:18:18 [kworker/u17:7-kgsl-events]
 1133     2 root         21:18:18 [kworker/u17:8-kgsl-events]
 1134     2 root         21:18:18 [kworker/u17:9-kgsl-events]
 1135     2 root         21:18:18 [kworker/u17:10-kgsl-events]
 1136     2 root         21:18:18 [kworker/u17:11-pil_workqueue]
 1137     2 root         21:18:18 [kworker/u17:12-pil_workqueue]
 1138     2 root         21:18:18 [kworker/u17:13-pil_workqueue]
 1139     2 root         21:18:18 [kworker/u17:14-qmi_msg_handler]
 1140     2 root         21:18:18 [kworker/u17:15-pil_workqueue]
 1144     2 root         21:18:18 [kworker/u17:16-qmi_msg_handler]
 1145     2 root         21:18:18 [kworker/u17:17-qmi_msg_handler]
 1146     2 root         21:18:18 [kworker/u17:18-pil_workqueue]
 1147     2 root         21:18:18 [kworker/u17:19-pil_workqueue]
 1148     2 root         21:18:18 [kworker/u17:20-pil_workqueue]
 1149     2 root         21:18:18 [kworker/u17:21-pil_workqueue]
 1150     2 root         21:18:18 [kworker/u17:22-pil_workqueue]
 1152     2 root         21:18:18 [kworker/u17:23-pil_workqueue]
 1153     2 root         21:18:18 [kworker/u17:24-pil_workqueue]
 1154     2 root         21:18:18 [kworker/u17:25-pil_workqueue]
 1155     2 root         21:18:18 [kworker/u17:26-pil_workqueue]
 1156     2 root         21:18:18 [kworker/u17:27-kgsl-events]
 1157     2 root         21:18:18 [kworker/u17:28-pil_workqueue]
 1158     2 root         21:18:18 [kworker/u17:29-pil_workqueue]
 1159     2 root         21:18:18 [kworker/u17:30-pil_workqueue]
 1160     2 root         21:18:18 [kworker/u17:31-pil_workqueue]
 1161     2 root         21:18:18 [kworker/u17:32-pil_workqueue]
